locationuid,locationtype,parentlocationuid,community_name,tract_geoid,roadsegid,speed,oneway,abloaddr,abhiaddr,rd30full,geometry
22b9d1dd,WALKWAY,22b9d1dd,Mission Bay Park,14000US00000001392,76949,35,B,1100,1199,EAST MISSION BAY DR,"LINESTRING (-117.208562580879 32.76712807498605, -117.2084739748784 32.76711145611684)"
22bbd464,TRAFFIC_LANE,22bbd464,Mission Bay Park,14000US00000001392,36354,35,B,5220,5249,PACIFIC HWY,"LINESTRING (-117.2083598535074 32.76701262812449, -117.2083137182395 32.76707986258865)"
22d31d5f,WALKWAY,22d31d5f,Greater Golden Hill,14000US00000006904,3331,20,B,1000,1099,19TH ST,"LINESTRING (-117.1465651488396 32.71672551374152, -117.1465713339553 32.71676103435664)"
22d51fe6,TRAFFIC_LANE,22d51fe6,Greater Golden Hill,14000US00000006904,3331,20,B,1000,1099,19TH ST,"LINESTRING (-117.1466202478942 32.71677593603275, -117.1465961507284 32.7168695125733)"
22e33767,TRAFFIC_LANE,22e33767,Kearny Mesa,14000US00000007136,70550,35,B,9200,9399,AERO DR,"LINESTRING (-117.1295679333744 32.80999829089178, -117.1295614155436 32.80988214227828)"
22fd63e2,WALKWAY,22fd63e2,Downtown,14000US00000006937,38446,20,B,1400,1499,J ST,"LINESTRING (-117.1509620566717 32.70929155624808, -117.1509621283256 32.70934221445005)"
22ff6669,TRAFFIC_LANE,22ff6669,Downtown,14000US00000006937,38446,20,B,1400,1499,J ST,"LINESTRING (-117.1509163753195 32.70936349818384, -117.1509128245986 32.70948717712913)"
22xjl70vylejj7dcdda,PARKING_ZONE,22xjl70vylejj7dcdda,Downtown,14000US00000006940,30630,20,T,400,499,W G ST,"POLYGON ((-117.1673019389351 32.71250341827663, -117.16664882104 32.71250454667257, -117.1666487551723 32.71247759727103, -117.1673018730675 32.71247646887508, -117.1673019389351 32.71250341827663))"
230d7dea,TRAFFIC_LANE,230d7dea,Uptown,14000US00000002784,218699,15,B,1520,1799,GLENWOOD DR,"LINESTRING (-117.1785502962422 32.74031463915591, -117.1787445582773 32.74024356582795)"
2338a566,WALKWAY,2338a566,Linda Vista,14000US00000006911,42685,35,B,5400,5449,LINDA VISTA RD,"LINESTRING (-117.1945161521132 32.76800470877119, -117.1945609034806 32.76797895144148)"
233aa7ed,TRAFFIC_LANE,233aa7ed,Linda Vista,14000US00000006910,42685,35,B,5400,5449,LINDA VISTA RD,"LINESTRING (-117.1946191328488 32.76801908389691, -117.1945624393295 32.76794518048945)"
233daa11,WALKWAY,233daa11,Downtown,14000US00000006938,2819,20,B,700,799,13TH ST,"LINESTRING (-117.1529859217331 32.71337199370544, -117.1529270133035 32.71335643938316)"
233fac98,TRAFFIC_LANE,233fac98,Downtown,14000US00000006938,2819,20,B,700,799,13TH ST,"LINESTRING (-117.1529278047801 32.7133324013659, -117.1527618410698 32.71329459226658)"
2346bce7,WALKWAY,2346bce7,Pacific Highlands Ranch,14000US00000004044,212397,35,B,6012,6029,EDGEWOOD BEND CT,"LINESTRING (-117.1929998056996 32.95580124560185, -117.1929801622788 32.95575061212902)"
2348bf6e,TRAFFIC_LANE,2348bf6e,Pacific Highlands Ranch,14000US00000004044,212397,35,B,6012,6029,EDGEWOOD BEND CT,"LINESTRING (-117.1930716252064 32.9557432296489, -117.1930843105203 32.95564894811754)"
234bc192,WALKWAY,234bc192,Downtown,14000US00000006937,2855,20,B,100,199,14TH ST,"LINESTRING (-117.151823400157 32.70714875163163, -117.151744336884 32.70714639609311)"
234dc419,TRAFFIC_LANE,234dc419,Downtown,14000US00000006937,2855,20,B,100,199,14TH ST,"LINESTRING (-117.1519181322844 32.70720063446905, -117.1520315584009 32.70724471091252)"
2353dde8,WALKWAY,2353dde8,Downtown,14000US00000006974,40059,35,T,2300,2399,KETTNER BLVD,"LINESTRING (-117.1713233035138 32.72827456683565, -117.1713716963996 32.72826806832692)"
2354d468,WALKWAY,2354d468,Downtown,14000US00000006938,2818,20,B,500,599,13TH ST,"LINESTRING (-117.1529175725885 32.71168606376381, -117.1529211812629 32.7116265936092)"
2356d6ef,TRAFFIC_LANE,2356d6ef,Downtown,14000US00000006938,2818,20,B,500,599,13TH ST,"LINESTRING (-117.1530090513619 32.71157214733982, -117.15298607934 32.71143999411274)"
2361f569,WALKWAY,2361f569,Downtown,14000US00000006939,30582,20,F,100,199,G ST,"LINESTRING (-117.1632275807812 32.71246564016307, -117.1632148443897 32.71237688282946)"
2362ebe9,WALKWAY,2362ebe9,Sabre Springs,14000US00000001892,46792,45,B,11400,11699,POWAY RD,"LINESTRING (-117.0781145834507 32.94692122450459, -117.0780694973246 32.94696352857964)"
2363f7f0,TRAFFIC_LANE,2363f7f0,Downtown,14000US00000006939,30582,20,F,100,199,G ST,"LINESTRING (-117.1631492200074 32.71252811736127, -117.163126527781 32.71263022969064)"
2364ee70,TRAFFIC_LANE,2364ee70,Sabre Springs,14000US00000001892,46792,45,B,11400,11699,POWAY RD,"LINESTRING (-117.0779510401156 32.94692935275684, -117.0780090998386 32.94702103612471)"
2367f094,WALKWAY,2367f094,Downtown,14000US00000006938,9995,20,T,900,999,B ST,"LINESTRING (-117.1560300408888 32.71771248291348, -117.1560332813124 32.7177516594982)"
2369f31b,TRAFFIC_LANE,2369f31b,Downtown,14000US00000006938,9995,20,T,900,999,B ST,"LINESTRING (-117.1559457500643 32.71781100018783, -117.1559864424336 32.71792050276735)"
23700cea,WALKWAY,23700cea,Downtown,14000US00000007137,2494,20,B,1500,1599,10TH AVE,"LINESTRING (-117.1556277404482 32.72169079470042, -117.1556858110257 32.72170888635785)"
23720f71,TRAFFIC_LANE,23720f71,Downtown,14000US00000007137,2494,20,B,1500,1599,10TH AVE,"LINESTRING (-117.1557124686207 32.72170140120653, -117.1557498178152 32.72169656369794)"
23760815,WALKWAY,23760815,Downtown,14000US00000006937,3045,20,B,300,399,16TH ST,"LINESTRING (-117.1493693279524 32.70895062801205, -117.1492931721159 32.70895092152077)"
23780a9c,TRAFFIC_LANE,23780a9c,Downtown,14000US00000006937,3045,20,B,300,399,16TH ST,"LINESTRING (-117.1493856006596 32.70891904168512, -117.149460642407 32.70894374071622)"
237e246b,WALKWAY,237e246b,Downtown,14000US00000007137,2032,20,T,1600,1699,08TH AVE,"LINESTRING (-117.1576358538712 32.72266925584425, -117.1575962451046 32.72266590844022)"
237f1aeb,WALKWAY,237f1aeb,Downtown,14000US00000006974,40041,20,T,1400,1499,KETTNER BLVD,"LINESTRING (-117.1691338832321 32.72088389265584, -117.1690366553377 32.72087925391498)"
238026f2,TRAFFIC_LANE,238026f2,Downtown,14000US00000007137,2032,20,T,1600,1699,08TH AVE,"LINESTRING (-117.1575798442863 32.72266855744683, -117.1574311613582 32.72259988180328)"
23811d72,TRAFFIC_LANE,23811d72,Downtown,14000US00000006974,11377,20,B,600,699,W BEECH ST,"LINESTRING (-117.1690046110218 32.72084263848699, -117.168775802388 32.72107376795584)"
238a4eec,WALKWAY,238a4eec,College Area,14000US00000001164,26128,35,B,6380,6399,EL CAJON BLVD,"LINESTRING (-117.0607195230606 32.7650238266903, -117.0606541908228 32.76507855851024)"
238c5173,TRAFFIC_LANE,238c5173,College Area,14000US00000001164,26128,35,B,6380,6399,EL CAJON BLVD,"LINESTRING (-117.0605109001687 32.76506667726152, -117.0606027835819 32.76511850383329)"
2398666d,WALKWAY,2398666d,Clairemont Mesa,14000US00000006910,47546,35,B,1570,1579,MORENA BLVD,"LINESTRING (-117.206833203211 32.77511996686457, -117.206852298107 32.77516905548949)"
239a536d,WALKWAY,239a536d,Downtown,14000US00000006974,40061,35,T,2200,2299,KETTNER BLVD,"LINESTRING (-117.1709930297587 32.72753004300926, -117.1710314856528 32.72751401788058)"
239a68f4,TRAFFIC_LANE,239a68f4,Clairemont Mesa,14000US00000006910,47539,35,B,1620,1799,MORENA BLVD,"LINESTRING (-117.2068061074905 32.77524232553902, -117.2069083563757 32.77522237850233)"
239c55f4,TRAFFIC_LANE,239c55f4,Downtown,14000US00000006974,40061,35,T,2200,2299,KETTNER BLVD,"LINESTRING (-117.1708811416771 32.72749717075267, -117.1707452768003 32.72750391755607)"
23b4956f,WALKWAY,23b4956f,Downtown,14000US00000006938,2618,20,F,600,699,11TH AVE,"LINESTRING (-117.1548853950733 32.71253487810314, -117.1547559160848 32.71248910486301)"
23c2acf0,WALKWAY,23c2acf0,Downtown,14000US00000006974,37312,20,F,1700,1899,INDIA ST,"LINESTRING (-117.1684182670744 32.72408845539809, -117.168372824229 32.72409918794971)"
23e6c41d,WALKWAY,23e6c41d,Downtown,14000US00000006939,2274,20,F,800,899,09TH AVE,"LINESTRING (-117.1566602881644 32.71439024153209, -117.1566360224476 32.7143850882458)"
23f4db9e,WALKWAY,23f4db9e,Downtown,14000US00000006938,2991,20,B,1000,1099,15TH ST,"LINESTRING (-117.1505878966629 32.71628344797708, -117.1505005779686 32.71623888008439)"
23f6de25,TRAFFIC_LANE,23f6de25,Downtown,14000US00000006938,2991,20,B,1000,1099,15TH ST,"LINESTRING (-117.1505012533955 32.71621959743836, -117.1502064202509 32.71611413700354)"
23fdee74,WALKWAY,23fdee74,"Encanto Neighborhoods,Southeastern",14000US00000002788,28106,35,B,0,998,S EUCLID AVE,"LINESTRING (-117.0853191644823 32.69683665832315, -117.0852578420354 32.69683894602118)"
23fff0fb,TRAFFIC_LANE,23fff0fb,"Encanto Neighborhoods,Southeastern",14000US00000002788,28106,35,B,0,998,S EUCLID AVE,"LINESTRING (-117.0852252862026 32.69693334622409, -117.0851423656311 32.69693596456931)"
2402f31f,WALKWAY,2402f31f,Downtown,14000US00000007137,1639,20,T,1400,1499,06TH AVE,"LINESTRING (-117.1594036440648 32.7206244468786, -117.1594691471132 32.72061440492195)"
2404f5a6,TRAFFIC_LANE,2404f5a6,Downtown,14000US00000007137,1639,20,T,1400,1499,06TH AVE,"LINESTRING (-117.1593313394472 32.72062857454482, -117.1592172238105 32.72060968215753)"
240b0f75,WALKWAY,240b0f75,Downtown,14000US00000006940,30231,20,T,110,499,FRONT ST,"LINESTRING (-117.164867936981 32.71021046683276, -117.1649031927374 32.71033778019279)"
24110aa0,WALKWAY,24110aa0,Downtown,14000US00000006937,108234,10,B,0,0,ALLEY,"LINESTRING (-117.1502808482345 32.70589099452722, -117.1501784892667 32.70589994293472)"
24130d27,TRAFFIC_LANE,24130d27,Downtown,14000US00000006937,108234,10,B,0,0,ALLEY,"LINESTRING (-117.150289704583 32.705900096961, -117.1504407111363 32.70591660653028)"
241926f6,WALKWAY,241926f6,Downtown,14000US00000006940,10054,20,B,500,599,W B ST,"LINESTRING (-117.1677737078996 32.71783852538806, -117.1677993744258 32.71788996701091)"
241a1d76,WALKWAY,241a1d76,Downtown,14000US00000006940,218305,35,B,1000,1199,NORTH HARBOR DR,"LINESTRING (-117.172890843361 32.71598528304489, -117.1727641051868 32.71600283181185)"
241b297d,TRAFFIC_LANE,241b297d,Downtown,14000US00000006940,10054,20,B,500,599,W B ST,"LINESTRING (-117.1678209557285 32.71775607405038, -117.1678169921351 32.71765941212642)"
241c1ffd,TRAFFIC_LANE,241c1ffd,Downtown,14000US00000006940,218305,35,B,1000,1199,NORTH HARBOR DR,"LINESTRING (-117.1729048913738 32.71597969073813, -117.1729977332213 32.71600987442425)"
241f2221,WALKWAY,241f2221,Downtown,14000US00000006937,3047,20,B,100,299,16TH ST,"LINESTRING (-117.149598445168 32.70652834176972, -117.1495525736846 32.7065251860748)"
242124a8,TRAFFIC_LANE,242124a8,Downtown,14000US00000006937,3047,20,B,100,299,16TH ST,"LINESTRING (-117.1495395219165 32.70655175288923, -117.1494396578125 32.70655423353348)"
243555f8,WALKWAY,243555f8,Downtown,14000US00000007137,850,20,F,1500,1599,03RD AVE,"LINESTRING (-117.1621680981871 32.72196433098816, -117.1621095338275 32.72196822208171)"
24364c78,WALKWAY,24364c78,Downtown,14000US00000006938,14344,20,F,1100,1199,C ST,"LINESTRING (-117.1539049745268 32.71677009241127, -117.1539920820469 32.71676877237222)"
2437587f,TRAFFIC_LANE,2437587f,Downtown,14000US00000007137,850,20,F,1500,1599,03RD AVE,"LINESTRING (-117.1622350465507 32.72193275281163, -117.162254625129 32.72203034159403)"
24384eff,TRAFFIC_LANE,24384eff,Downtown,14000US00000006938,14344,20,F,1100,1199,C ST,"LINESTRING (-117.1540691495795 32.71685145073288, -117.1540695661989 32.71680316700915)"
24418079,WALKWAY,24418079,Midway-Pacific Highway,14000US00000001927,35453,35,B,3100,3189,SPORTS ARENA BLVD,"LINESTRING (-117.2050602063178 32.75157830257862, -117.2051471642771 32.7515868549787)"
24436d79,WALKWAY,24436d79,Downtown,14000US00000006974,40061,35,T,2200,2299,KETTNER BLVD,"LINESTRING (-117.1710865830885 32.72773309858558, -117.1711340634617 32.72772237223659)"
24438300,TRAFFIC_LANE,24438300,Midway-Pacific Highway,14000US00000001927,35453,35,B,3100,3189,SPORTS ARENA BLVD,"LINESTRING (-117.2050926267341 32.75164015158424, -117.2051461516428 32.75153437923006)"
244463f9,WALKWAY,244463f9,Downtown,14000US00000006939,244,20,F,1000,1099,01ST AVE,"LINESTRING (-117.1639099590567 32.71672985686948, -117.1639791481149 32.71672341879452)"
24466680,TRAFFIC_LANE,24466680,Downtown,14000US00000006939,244,20,F,1000,1099,01ST AVE,"LINESTRING (-117.1639371424635 32.71674328416152, -117.1639367300845 32.7166676387398)"
244968a4,WALKWAY,244968a4,Downtown,14000US00000006939,2029,20,T,1200,1299,08TH AVE,"LINESTRING (-117.1575537681926 32.71851973327637, -117.1575813783606 32.71852297342005)"
244b6b2b,TRAFFIC_LANE,244b6b2b,Downtown,14000US00000006939,2029,20,T,1200,1299,08TH AVE,"LINESTRING (-117.1575523470758 32.71852604410939, -117.1574785902116 32.71852011417204)"
244f97fa,WALKWAY,244f97fa,Old Town San Diego,14000US00000001927,36345,35,B,4570,4599,PACIFIC HWY,"LINESTRING (-117.2009783138658 32.75526065437989, -117.2009834947652 32.75521904339056)"
24519a81,TRAFFIC_LANE,24519a81,Old Town San Diego,14000US00000001927,36345,35,B,4570,4599,PACIFIC HWY,"LINESTRING (-117.2008071408688 32.75533370913754, -117.2008149566058 32.75545109898835)"
24527b7a,WALKWAY,24527b7a,Greater North Park,14000US00000001481,29585,20,B,4100,4199,FLORIDA ST,"LINESTRING (-117.1439262292091 32.75401597453994, -117.1438269720792 32.75401572119925)"
24547e01,TRAFFIC_LANE,24547e01,Greater North Park,14000US00000001481,29585,20,B,4100,4199,FLORIDA ST,"LINESTRING (-117.1439210263795 32.75396438346358, -117.1439474870204 32.75405883402284)"
24578025,WALKWAY,24578025,Downtown,14000US00000007137,23532,20,T,800,899,DATE ST,"LINESTRING (-117.1569785770083 32.72308265230271, -117.1569929204755 32.7231196873806)"
245982ac,TRAFFIC_LANE,245982ac,Downtown,14000US00000007137,23532,20,T,800,899,DATE ST,"LINESTRING (-117.1569626988642 32.72307336401066, -117.1569260848514 32.72299264542637)"
245cgkoexbmjiq2v8b5,PARKING_ZONE,245cgkoexbmjiq2v8b5,Uptown,14000US00000006975,1197,25,T,2600,2699,04TH AVE,"POLYGON ((-117.1611450657529 32.73336972623019, -117.161147748005 32.73312943384531, -117.1611797835807 32.73312968688106, -117.1611771014149 32.73336997926594, -117.1611450657529 32.73336972623019))"
245daf7b,WALKWAY,245daf7b,Kearny Mesa,14000US00000007136,219251,35,B,9400,9425,CLAIREMONT MESA BLVD,"LINESTRING (-117.1266004493159 32.83159361134418, -117.1265985910422 32.8316341470168)"
245f9c7b,WALKWAY,245f9c7b,Downtown,14000US00000006938,2486,20,T,600,699,10TH AVE,"LINESTRING (-117.1556366653916 32.71242374317381, -117.1557732319215 32.71252132388191)"
245fb202,TRAFFIC_LANE,245fb202,Kearny Mesa,14000US00000007136,51069,35,B,5300,5399,RUFFIN RD,"LINESTRING (-117.1265235967381 32.8316688774005, -117.1266234233275 32.83167288960163)"
246092fb,WALKWAY,246092fb,Skyline-Paradise Hills,14000US00000001106,58455,35,B,6800,6819,SKYLINE DR,"LINESTRING (-117.0515064955578 32.70238461404937, -117.051507410414 32.70241678140273)"
24629582,TRAFFIC_LANE,24629582,Skyline-Paradise Hills,14000US00000001106,58455,35,B,6800,6819,SKYLINE DR,"LINESTRING (-117.0514480739529 32.70240497735386, -117.0514208468422 32.70230309945246)"
246597a6,WALKWAY,246597a6,Downtown,14000US00000006937,2977,20,B,300,399,15TH ST,"LINESTRING (-117.1502418783067 32.70917261022791, -117.1502920020604 32.70916384171266)"
24679a2d,TRAFFIC_LANE,24679a2d,Downtown,14000US00000006937,2978,20,B,400,499,15TH ST,"LINESTRING (-117.1503792222119 32.70922830363269, -117.1504703914421 32.7092591931897)"
246db3fc,WALKWAY,246db3fc,Downtown,14000US00000006938,2612,20,F,1200,1299,11TH AVE,"LINESTRING (-117.1546492188175 32.71834388164517, -117.154554725259 32.7182989985609)"
246eaa7c,WALKWAY,246eaa7c,Downtown,14000US00000006939,1826,20,F,1100,1199,07TH AVE,"LINESTRING (-117.1583618303952 32.71784761942305, -117.1583653353846 32.71790865624692)"
246fb683,TRAFFIC_LANE,246fb683,Downtown,14000US00000006938,2612,20,F,1200,1299,11TH AVE,"LINESTRING (-117.1546550577243 32.71836144337461, -117.1547864723916 32.71832223798319)"
2470ad03,TRAFFIC_LANE,2470ad03,Downtown,14000US00000006939,1826,20,F,1100,1199,07TH AVE,"LINESTRING (-117.1583040363792 32.7179049458535, -117.1584313424481 32.71789987664243)"
2479de7d,WALKWAY,2479de7d,Rancho Bernardo,14000US00000004045,45005,20,B,11800,11849,PASEO LUCIDO,"LINESTRING (-117.0754159405276 33.0133536953466, -117.0753520032109 33.01334600386974)"
247be104,TRAFFIC_LANE,247be104,Rancho Bernardo,14000US00000004045,45005,20,B,11800,11849,PASEO LUCIDO,"LINESTRING (-117.0752760601444 33.01328518743784, -117.0752589299341 33.01337716101584)"
2487f5fe,WALKWAY,2487f5fe,Scripps Miramar Ranch,14000US00000002210,204486,45,B,10900,11059,SCRIPPS RANCH BLVD,"LINESTRING (-117.111479511305 32.91688087107305, -117.1115212321806 32.91686977845688)"
2489e2fe,WALKWAY,2489e2fe,Downtown,14000US00000006974,40061,35,T,2200,2299,KETTNER BLVD,"LINESTRING (-117.1710308394719 32.7280367881425, -117.1709779722926 32.7280429221257)"
248be585,TRAFFIC_LANE,248be585,Downtown,14000US00000006974,40061,35,T,2200,2299,KETTNER BLVD,"LINESTRING (-117.171035283173 32.72800614464764, -117.1711536015937 32.72799218671997)"
24960d7f,WALKWAY,24960d7f,Downtown,14000US00000006939,30233,20,T,600,699,FRONT ST,"LINESTRING (-117.1644577814289 32.71246670122607, -117.1644105793148 32.71242819591937)"
24981006,TRAFFIC_LANE,24981006,Downtown,14000US00000006939,30233,20,T,600,699,FRONT ST,"LINESTRING (-117.1644684511081 32.7124779256849, -117.1644702733632 32.71268118014902)"
24a42500,WALKWAY,24a42500,Downtown,14000US00000006974,40053,20,T,1600,1699,KETTNER BLVD,"LINESTRING (-117.1693051524276 32.72269906398563, -117.1693673412965 32.72270845291881)"
24ag0p7cxuqjikk55z3,PARKING_ZONE,24ag0p7cxuqjikk55z3,Greater North Park,14000US00000001571,47093,20,B,1900,1951,MONROE AVE,"POLYGON ((-117.1448980243551 32.75906679859214, -117.1445037396299 32.75906792639872, -117.1445036305698 32.75904097709626, -117.144897915295 32.75903984928969, -117.1448980243551 32.75906679859214))"
24b23c81,WALKWAY,24b23c81,Rancho Penasquitos,14000US00000002168,65539,35,B,13300,13399,SALMON RIVER RD,"LINESTRING (-117.1227339954142 32.95983187721698, -117.1226629791503 32.9598738137212)"
24b43f08,TRAFFIC_LANE,24b43f08,Rancho Penasquitos,14000US00000002168,65539,35,B,13300,13399,SALMON RIVER RD,"LINESTRING (-117.1225892693742 32.95990474594562, -117.12263995046 32.95997495806327)"
24c05402,WALKWAY,24c05402,Downtown,14000US00000006937,38186,20,B,1500,1599,ISLAND AVE,"LINESTRING (-117.1501371236052 32.71057588374259, -117.150131300311 32.71054362496488)"
24c25689,TRAFFIC_LANE,24c25689,Downtown,14000US00000006937,2978,20,B,400,499,15TH ST,"LINESTRING (-117.1501515875007 32.71053054975474, -117.1501699524561 32.71040725811979)"
24e46b2f,WALKWAY,24e46b2f,Downtown,14000US00000006937,3147,20,T,1,99,17TH ST,"LINESTRING (-117.1484171747331 32.70555954374669, -117.1484563067659 32.70556267280599)"
24e66db6,TRAFFIC_LANE,24e66db6,Downtown,14000US00000006937,3147,20,T,1,99,17TH ST,"LINESTRING (-117.1484623378814 32.70557071590288, -117.1486461490759 32.70557207076647)"
24f282b0,WALKWAY,24f282b0,Downtown,14000US00000006937,39532,20,B,1500,1599,K ST,"LINESTRING (-117.1497574759757 32.70848896558263, -117.1497650907513 32.70845369693304)"
24f48537,TRAFFIC_LANE,24f48537,Downtown,14000US00000006937,39532,20,B,1500,1599,K ST,"LINESTRING (-117.1499169397037 32.70839451151599, -117.1499620625156 32.70829836587727)"
25009a31,WALKWAY,25009a31,Downtown,14000US00000007137,2014,20,T,1400,1499,08TH AVE,"LINESTRING (-117.1573537179683 32.72028833592275, -117.157397953913 32.720284443571)"
25029cb8,TRAFFIC_LANE,25029cb8,Downtown,14000US00000007137,2014,20,T,1400,1499,08TH AVE,"LINESTRING (-117.1574197746305 32.72026315886196, -117.1575475065877 32.7202287597219)"
2508b687,WALKWAY,2508b687,Downtown,14000US00000006939,1458,20,F,1000,1099,05TH AVE,"LINESTRING (-117.1602644941206 32.71656755059168, -117.1603138129243 32.71655815804282)"
2509ad07,WALKWAY,2509ad07,Downtown,14000US00000007137,16774,20,B,800,899,CEDAR ST,"LINESTRING (-117.1574137675997 32.72199318608779, -117.1573331428862 32.72199154207833)"
250baf8e,TRAFFIC_LANE,250baf8e,Downtown,14000US00000007137,16774,20,B,800,899,CEDAR ST,"LINESTRING (-117.1572991718303 32.72192536072126, -117.1572996444868 32.7220155846568)"
